348,5	3,17906E-16
349	3,25165E-16
349,5	3,29502E-16
350	3,29267E-16
350,5	3,29955E-16
351	3,31485E-16
351,5	3,31321E-16
352	3,35018E-16
352,5	3,42322E-16
353	3,39748E-16
353,5	3,44729E-16
354	3,47106E-16
354,5	3,49801E-16
355	3,49389E-16
355,5	3,53226E-16
356	3,55964E-16
356,5	3,60044E-16
357	3,58513E-16
357,5	3,61559E-16
358	3,63017E-16
358,5	3,67803E-16
359	3,64687E-16
359,5	3,6762E-16
360	3,71692E-16
360,5	3,74398E-16
361	3,74709E-16
361,5	3,77912E-16
362	3,80426E-16
362,5	3,80055E-16
363	3,83105E-16
363,5	3,87544E-16
364	3,86956E-16
364,5	3,88412E-16
365	3,92095E-16
365,5	3,93634E-16
366	3,96793E-16
366,5	3,99753E-16
367	3,9953E-16
367,5	4,03775E-16
368	4,0373E-16
368,5	4,07402E-16
369	4,08877E-16
369,5	4,12352E-16
370	4,16977E-16
370,5	4,21291E-16
371	4,23539E-16
371,5	4,21839E-16
372	4,27655E-16
372,5	4,30659E-16
373	4,31051E-16
373,5	4,33494E-16
374	4,37601E-16
374,5	4,38804E-16
375	4,45695E-16
375,5	4,42058E-16
376	4,4739E-16
376,5	4,50999E-16
377	4,52636E-16
377,5	4,56214E-16
378	4,57338E-16
378,5	4,58842E-16
379	4,61194E-16
379,5	4,65317E-16
380	4,64385E-16
380,5	4,69972E-16
381	4,70307E-16
381,5	4,73465E-16
382	4,75472E-16
382,5	4,78612E-16
383	4,80254E-16
383,5	4,82656E-16
384	4,85251E-16
384,5	4,8724E-16
385	4,88623E-16
385,5	4,90475E-16
386	4,92574E-16
386,5	4,95386E-16
387	4,97342E-16
387,5	5,01218E-16
388	5,03141E-16
388,5	5,03942E-16
389	5,03568E-16
389,5	5,09785E-16
390	5,07829E-16
390,5	5,09847E-16
391	5,13629E-16
391,5	5,17779E-16
392	5,205E-16
392,5	5,22729E-16
393	5,26501E-16
393,5	5,235E-16
394	5,25712E-16
394,5	5,25183E-16
395	5,29474E-16
395,5	5,29408E-16
396	5,30689E-16
396,5	5,24281E-16
397	5,24812E-16
397,5	5,26935E-16
398	5,281E-16
398,5	5,2162E-16
399	5,2711E-16
399,5	5,29228E-16
400	5,19428E-16
400,5	5,405E-16
401	5,44194E-16
401,5	5,47411E-16
402	5,51318E-16
402,5	5,52382E-16
403	5,49763E-16
403,5	5,59377E-16
404	5,54615E-16
404,5	5,59358E-16
405	5,61324E-16
405,5	5,65156E-16
406	5,67467E-16
406,5	5,68762E-16
407	5,70835E-16
407,5	5,76173E-16
408	5,77199E-16
408,5	5,79228E-16
409	5,82455E-16
409,5	5,81579E-16
410	5,85248E-16
410,5	5,87269E-16
411	5,93412E-16
411,5	5,92598E-16
412	5,93478E-16
412,5	5,96118E-16
413	5,98171E-16
413,5	6,02828E-16
414	5,98124E-16
414,5	6,01945E-16
415	6,07757E-16
415,5	6,09467E-16
416	6,12449E-16
416,5	6,1189E-16
417	6,11288E-16
417,5	6,16414E-16
418	6,21688E-16
418,5	6,17197E-16
419	6,22917E-16
419,5	6,19685E-16
420	6,26748E-16
420,5	6,24646E-16
421	6,30883E-16
421,5	6,30805E-16
422	6,31174E-16
422,5	6,35967E-16
423	6,36881E-16
423,5	6,41905E-16
424	6,39219E-16
424,5	6,48494E-16
425	6,47439E-16
425,5	6,49237E-16
426	6,51866E-16
426,5	6,55696E-16
427	6,56971E-16
427,5	6,57709E-16
428	6,62896E-16
428,5	6,57479E-16
429	6,63051E-16
429,5	6,64642E-16
430	6,67437E-16
430,5	6,69066E-16
431	6,70477E-16
431,5	6,75075E-16
432	6,79517E-16
432,5	6,82022E-16
433	6,82878E-16
433,5	6,85444E-16
434	6,88019E-16
434,5	6,8844E-16
435	7,16661E-16
435,5	6,94769E-16
436	6,95392E-16
436,5	6,9774E-16
437	6,99461E-16
437,5	7,04436E-16
438	7,04085E-16
438,5	7,06055E-16
439	7,08736E-16
439,5	7,10469E-16
440	7,1246E-16
440,5	7,15469E-16
441	7,17182E-16
441,5	7,14356E-16
442	7,18021E-16
442,5	7,2172E-16
443	7,21548E-16
443,5	7,2633E-16
444	7,27206E-16
444,5	7,30132E-16
445	7,26652E-16
445,5	7,25036E-16
446	7,28916E-16
446,5	7,28544E-16
447	7,33127E-16
447,5	7,26411E-16
448	7,28692E-16
448,5	7,24085E-16
449	7,23904E-16
449,5	7,18761E-16
450	7,16407E-16
450,5	7,0904E-16
451	6,95043E-16
451,5	6,77346E-16
452	6,37163E-16
452,5	5,02346E-16
453	1,57656E-16
453,5	4,64231E-17
454	1,72772E-17
454,5	9,90529E-18
455	7,70557E-18
455,5	7,28111E-18
456	1,19076E-18
456,5	1,92098E-18
457	5,04357E-18
457,5	9,01869E-18
458	1,25375E-17
458,5	1,50827E-17
459	4,71911E-18
459,5	4,04204E-18
460	5,15777E-18
460,5	1,59566E-18
461	-2,46776E-20
461,5	8,16853E-18
462	3,01662E-19
462,5	4,55875E-18
463	6,66787E-18
463,5	5,77458E-18
464	7,44957E-18
464,5	7,6375E-18
465	1,04128E-17
465,5	1,32178E-17
466	1,60616E-17
466,5	1,67431E-17
467	1,68501E-17
467,5	1,268E-17
468	2,23664E-17
468,5	2,27489E-17
469	2,30896E-17
469,5	3,3758E-17
470	3,64992E-17
470,5	4,23855E-17
471	4,54538E-17
471,5	4,95791E-17
472	5,26553E-17
472,5	5,90696E-17
473	5,44194E-17
473,5	5,95155E-17
474	6,55587E-17
474,5	7,2901E-17
475	7,2455E-17
475,5	7,33293E-17
476	7,67031E-17
476,5	7,82104E-17
477	8,19916E-17
477,5	8,77642E-17
478	8,60757E-17
478,5	8,85259E-17
479	9,82157E-17
479,5	9,11966E-17
480	9,19866E-17
480,5	9,99951E-17
481	9,97652E-17
481,5	9,70254E-17
482	1,00538E-16
482,5	1,03207E-16
483	1,0476E-16
483,5	1,02733E-16
484	1,00494E-16
484,5	1,03489E-16
485	1,05645E-16
485,5	9,5903E-17
486	1,07079E-16
486,5	1,05042E-16
487	1,01031E-16
487,5	1,02883E-16
488	1,04026E-16
488,5	1,12401E-16
489	1,0443E-16
489,5	1,02752E-16
490	1,01753E-16
490,5	1,05617E-16
491	9,8657E-17
491,5	1,06575E-16
492	9,8899E-17
492,5	9,99612E-17
493	9,76071E-17
493,5	9,52974E-17
494	1,01076E-16
494,5	1,01067E-16
495	1,04211E-16
495,5	9,34533E-17
496	9,72174E-17
496,5	9,37816E-17
497	8,77024E-17
497,5	9,91648E-17
498	9,43458E-17
498,5	9,06234E-17
499	9,1501E-17
499,5	9,1843E-17
500	8,71965E-17
